name,cuisine,overall_rating,locality,address,suburb,latitude,longitude,average_for_one,feature
Shanghai Street Xiaolongbao & Dumpling,Chinese,4.1,CBD,"146-148 Little Bourke Street, CBD, Melbourne",CBD,-37.81160263,144.9683775,$25.00 ,Chinese
Dainty Sichuan,"Chinese, Sichuan, Hot Pot",4.5,South Yarra,"176 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83929234,144.9929998,$60.00 ,Chinese
Shophouse Kitchen,"Asian, Chinese",3,"QV Centre, CBD","QV Centre, Level 2, Corner of Lonsdale Street and Swanston Street, CBD, Melbourne","QV Centre, CBD",-37.81076932,144.9654817,$22.50 ,Chinese
Famous Hotpot & BBQ,"Chinese, Hot Pot",3.8,CBD,"113 Little Bourke Street, CBD, Melbourne",CBD,-37.8114641,144.9690729,$40.00 ,Chinese
Plus 852 Cafe,"Chinese, Coffee and Tea",3.5,CBD,"5A/155 Franklin Street, CBD, Melbourne",CBD,-37.8088497,144.9594196,$25.00 ,Chinese
Panda Hot Pot ,"Chinese, Hot Pot",4.3,Carlton,"100 Victoria Street, Carlton, Melbourne",Carlton,-37.80671069,144.9642291,$40.00 ,Chinese
Bamboo House,Chinese,4.3,CBD,"47 Little Bourke Street, CBD, Melbourne",CBD,-37.81086123,144.9711412,$65.00 ,Chinese
Qipo Skewer Bar ,"Hot Pot, Chinese, Asian",4,CBD,"Level 1/280, Little Lonsdale Street, CBD, Melbourne",CBD,-37.81142649,144.9610105,$40.00 ,Chinese
Rising Embers by Dainty Sichuan,"Chinese, BBQ, Sichuan, Asian",4.1,CBD,"Level 1, 139 Little Bourke Street, CBD, Melbourne",CBD,-37.81170964,144.9683182,$50.00 ,Chinese
Nong Tang Noodle House,"Chinese, Shanghai, Dumplings",3.9,Midcity Arcade,"Midcity Arcade, Ground Level, Shop 16-17, 200 Bourke Street, CBD, Melbourne",Midcity Arcade,-37.81242613,144.9673378,$30.00 ,Chinese
Ants Bistro,"Asian, Chinese",4.3,CBD,"7 Corrs Lane, CBD, Melbourne",CBD,-37.8113555,144.9683332,$37.50 ,Chinese
Xiao Jun Gan Hot Pot,"Chinese, Hot Pot",4.3,CBD,"11 Waratah Place, CBD, Melbourne",CBD,-37.8114935,144.9670243,$40.00 ,Chinese
Shanghai Street on Bourke,"Chinese, Dumplings",4.1,CBD,"Terrace, 360 Bourke Street, CBD, Melbourne",CBD,-37.81429083,144.9627707,$40.00 ,Chinese
Red Emperor,"Asian, Chinese, Yum Cha",4.2,"Southgate, Southbank","Southgate, Middle Level, 3 Southgate Avenue, Southbank, Melbourne","Southgate, Southbank",-37.8201834,144.966457,$70.00 ,Chinese
"Shanghai Street Dumplings, Wontons and Noodle","Dumplings, Chinese",4.2,CBD,"64 La Trobe Street, CBD, Melbourne",CBD,-37.80859487,144.9669948,$20.00 ,Chinese
GO Noodle House ,Chinese,3.8,CBD,"195 Exhibition Street, CBD, Melbourne",CBD,-37.81127815,144.9700653,$22.50 ,Chinese
Tanghuo Kungfu,"Chinese, Malatang",3.9,CBD,"277 Elizabeth Street, CBD, Melbourne",CBD,-37.81209981,144.9620498,$20.00 ,Chinese
Heyday Hong Kong Cafe,Chinese,4.1,CBD,"16 Celestial Avenue, CBD, Melbourne",CBD,-37.81184367,144.9662904,$17.50 ,Chinese
D House Cafe,"Asian, Chinese",3.7,CBD,"313 Swanston Street, CBD, Melbourne",CBD,-37.81086017,144.9642908,$20.00 ,Chinese
Quanjude,"Chinese, Asian, Seafood",3.8,CBD,"299 Queen Street, CBD, Melbourne",CBD,-37.8113261,144.9588741,$60.00 ,Chinese
Lanzhou Beef Noodle Bar,"Chinese, Fast Food",4.4,Carlton,"Shop 3, 743-751 Swanston Street, Carlton",Carlton,-37.80050259,144.9636317,$20.00 ,Chinese
Gold Leaf,"Chinese, Yum Cha",4.1,"The District, Docklands","The District, First Floor, 440 Docklands Drive, Docklands, Melbourne","The District, Docklands",-37.81235223,144.9372816,$50.00 ,Chinese
China Chilli ,"Chinese, Asian, Hot Pot, Dumplings, Sichuan",3.9,CBD,"Village Centre Arcade, Level 1, Shop, 206 Bourke Street, CBD, Melbourne",CBD,-37.81274769,144.9669361,$40.00 ,Chinese
Kim Sing,Chinese,4.2,CBD,"310 Flinders Lane, Melbourne CBD",CBD,-37.81739079,144.9637631,$15.00 ,Chinese
North East China Family,"Chinese, Dumplings",4,CBD,"302 Flinders Lane, CBD, Melbourne",CBD,-37.81729174,144.9641007,$40.00 ,Chinese
Crazy Wing,Chinese,2.7,CBD,"177 Russell Street, CBD, Melbourne",CBD,-37.81228734,144.9677385,$20.00 ,Chinese
David's Spicy Pot - Russell Street,"Malatang, Chinese, Asian",4.3,CBD,"166 Russell Street, CBD, Melbourne",CBD,-37.81239912,144.9680422,$30.00 ,Chinese
Myong Tofu,"Malaysian, Chinese",4.7,Flemington,"314 Racecourse Road, Flemington, Melbourne",Flemington,-37.78810762,144.9302398,$35.00 ,Chinese
Westlake,"Chinese, Yum Cha, Asian",3.7,CBD,"189 Little Bourke Street, CBD, Melbourne",CBD,-37.81208683,144.966905,$40.00 ,Chinese
Cooking Corner,"Chinese, Asian",4,CBD,"542 Little Bourke Street, CBD, Melbourne",CBD,-37.81502187,144.9563397,$45.00 ,Chinese
Da Long Yi Hotpot,"Hot Pot, Chinese, Asian",3.9,CBD,"398 Elizabeth Street, CBD, Melbourne",CBD,-37.80936199,144.961109,$30.00 ,Chinese
Man Tong Kitchen,Chinese,3.7,"Crown Melbourne, Southbank","Crown Melbourne, Level 1, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82400505,144.9574924,$37.50 ,Chinese
China Bar,"Chinese, Asian, Yum Cha",2.1,CBD,"257-259 Swanston Street, CBD, Melbourne",CBD,-37.8120953,144.9648444,$25.00 ,Chinese
Cupanda Kitchen,"Chinese, Dumplings, Hot Pot",3.7,CBD,"106 A'Beckett Street, CBD, Melbourne",CBD,-37.80946609,144.9601176,$27.50 ,Chinese
Spice Up Hot Pot Dips,"Chinese, Malatang",4,CBD,"Shop 1, 46 Little La Trobe Street, CBD, Melbourne",CBD,-37.80938292,144.9622862,$15.00 ,Chinese
China Bar,"Chinese, Asian, Yum Cha",2.9,CBD,"235 Russell Street, CBD, Melbourne",CBD,-37.81114651,144.9672215,$25.00 ,Chinese
Shandong Mama Mini,"Chinese, Asian",4,CBD,"5 Centre Place, CBD, Melbourne",CBD,-37.81681949,144.9655967,$30.00 ,Chinese
Hi Chong Qing,"Chinese, Ramen",4.1,Carlton,"26 Orr Street, Carlton, Melbourne",Carlton,-37.80635176,144.9652832,$20.00 ,Chinese
Ta-Ta House,"Chinese, Dumplings",3.7,CBD,"179 Russell Street, CBD, Melbourne",CBD,-37.81224099,144.9677076,$30.00 ,Chinese
No.1 Delicious,Chinese,3.9,CBD,"83 Franklin Street, CBD, Melbourne",CBD,-37.80786934,144.9618282,$35.00 ,Chinese
Pacific Seafood BBQ House,"BBQ, Chinese, Seafood",4.3,South Yarra,"210 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83940487,144.9940358,$30.00 ,Chinese
Little Sichuan by Dainty Sichuan,"Chinese, Malatang",3.7,"QV Centre, CBD","QV Centre, 27 Red Cape Lane, CBD, Melbourne","QV Centre, CBD",-37.81071502,144.9650519,$27.50 ,Chinese
Lucky Chan,"Asian, Chinese, Yum Cha",2.6,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82329821,144.9578666,$50.00 ,Chinese
The Grand BBQ,"Chinese, BBQ",4.1,Target Centre,"Target Centre, 222 Bourke Street, CBD, Melbourne",Target Centre,-37.81296356,144.9662549,$20.00 ,Chinese
Shanghai Street on Russell,Chinese,3.7,CBD,"167-169 Russell Street, CBD, Melbourne",CBD,-37.81243064,144.9678105,$30.00 ,Chinese
Charming Spice,"Sichuan, Chinese",3.8,CBD,"Level 1, 276 Lonsdale Street, CBD, Melbourne",CBD,-37.81165587,144.9640739,$40.00 ,Chinese
Simpsons Burgers,"Burger, Fast Food",4.3,CBD,"143 Russell Street, CBD, Melbourne",CBD,-37.81318818,144.9681277,$15.00 ,Fast food
Hot Star Large Fried Chicken,"Fast Food, Taiwanese, Fried Chicken",4.2,CBD,"233 Swanston Street, CBD, Melbourne",CBD,-37.81246878,144.9650626,$15.00 ,Fast food
Bratwurst Shop & Co,"Fast Food, German, Eastern European",4.3,Queen Victoria Markets,"Queen Victoria Market, Dairy Produce Hall, Shop 99-100, Queen Street, CBD, Melbourne",Queen Victoria Markets,-37.80709876,144.9593147,$12.50 ,Fast food
Chunky Town,"Korean, Fast Food",3.7,CBD,"Shop 1B, 26 Elizabeth Street, CBD, Melbourne",CBD,-37.81759977,144.9649221,$12.50 ,Fast food
Nene Chicken,"Korean, Fried Chicken",3.5,"Melbourne Central, CBD","Melbourne Central, Level 1, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81018976,144.9637222,$17.50 ,Fast food
Nosh,"Poké, Healthy Food, Fusion",3.7,Galleria,"Galleria, 385 Bourke Street, CBD, Melbourne",Galleria,-37.81539427,144.9629356,$20.00 ,Fast food
Rocket Burger & Fries,Burger,4.2,CBD,"Corner of Flinders Street and Elizabeth Street, CBD, Melbourne",CBD,-37.81800261,144.9650811,$20.00 ,Fast food
Schnitz,"Sandwich, Fast Food",4,CBD,"203-207 Elizabeth Street, CBD, Melbourne",CBD,-37.81370944,144.9627553,$22.50 ,Fast food
City Kebabs,"Kebab, Fast Food",3.9,CBD,"Shop 3, 546 Flinders Street, CBD, Melbourne",CBD,-37.82061007,144.9562408,$15.00 ,Fast food
CBD Kebabs,"Fast Food, Kebab",3.9,CBD,"Shop 2, 546 Flinders Street, CBD, Melbourne",CBD,-37.82060663,144.9562355,$15.00 ,Fast food
Sal's Pizza,Pizza,4,CBD,"289 Flinders Lane, CBD, Melbourne",CBD,-37.81712964,144.9650211,$20.00 ,Fast food
Nosh,"Poké, Healthy Food, Fusion",3.4,"Melbourne Central, CBD","Melbourne Central, Level 2, Corner of Swanston Street and La Trobe Street, CBD","Melbourne Central, CBD",-37.81099685,144.9632847,$20.00 ,Fast food
Kung Fu Burger,"Burger, Asian",4.3,South Yarra,"355 Chapel Street, South Yarra, South Yarra, Melbourne",South Yarra,-37.8464773,144.9941173,$20.00 ,Fast food
Schnitz,"Sandwich, Fast Food",4,"Melbourne Central, CBD","Melbourne Central, Level 2, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.8104112,144.9622986,$22.50 ,Fast food
Perkup Cafe and Burger Bar,"Burger, Coffee and Tea",4,CBD,"Shop 6, 610 Collins Street, CBD, Melbourne",CBD,-37.8188279,144.9545977,$20.00 ,Fast food
Embassy Taxi Cafe,"Fast Food, Coffee and Tea, Cafe Food",4.2,West Melbourne,"547 Spencer Street, West Melbourne, Melbourne",West Melbourne,-37.80805053,144.947809,$25.00 ,Fast food
O-Bento,"Japanese, Sushi",3.8,"Melbourne Central, CBD","Melbourne Central, Level 2, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81056827,144.9627784,$20.00 ,Fast food
Mr. Kitchen,Chinese,2.9,CBD,"319 Swanston Street, CBD, Melbourne",CBD,-37.81077912,144.9642724,$15.00 ,Fast food
Rooftop Burger Shack,"Burger, American",3.7,CBD,"Curtin House, Level 7, 252 Swanston Street, CBD, Melbourne",CBD,-37.81204312,144.9652433,$20.00 ,Fast food
Belvga Fish and Chippery,"Fish and Chips, Burger",4.4,South Yarra,"39 Toorak Road, South Yarra, Melbourne",South Yarra,-37.83840956,144.9878296,$15.00 ,Fast food
The Soup Place,"Healthy Food, Salad",3.6,CBD,"14 Centre Place, CBD, Melbourne",CBD,-37.81659887,144.9655652,$22.50 ,Fast food
Seoul Station,"Korean, Fast Food",4,"Melbourne Central, CBD","Melbourne Central, Level 1, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.80983905,144.963743,$12.50 ,Fast food
Hot Star Large Fried Chicken,"Fast Food, Taiwanese, Fried Chicken",3.8,CBD,"429 Elizabeth Street, CBD, Melbourne",CBD,-37.80892175,144.9605314,$15.00 ,Fast food
New York Minute,Burger,3.3,Carlton,"235 Faraday Street, Carlton, Melbourne",Carlton,-37.79873186,144.9663997,$30.00 ,Fast food
Lord of the Fries,Fast Food,3,"Melbourne Central, CBD","Melbourne Central, Level 1, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81018075,144.9636561,$15.00 ,Fast food
The Corner Chicken Shop,Fast Food,3.6,Queen Victoria Markets,"Queen Victoria Market, Dairy Produce Hall, Shop 87-88, Queen Street, CBD, Melbourne",Queen Victoria Markets,-37.80697559,144.9592976,$15.00 ,Fast food
Kiwi Fish and Chips,"Fish and Chips, Burger",4.3,East Melbourne,"412-442 Victoria Parade, East Melbourne, Melbourne",East Melbourne,-37.8102626,144.9852479,$15.00 ,Fast food
Sushi Hub,"Japanese, Sushi",3.6,"QV Centre, CBD","QV Centre, Undercroft, Corner of Lonsdale Street and Swanston Street, CBD, Melbourne","QV Centre, CBD",-37.81059529,144.9656098,$12.50 ,Fast food
McDonald's,"Fast Food, Burger, American",2.8,CBD,"Corner 501-503 Elizabeth Street, CBD, Melbourne",CBD,-37.80731492,144.959785,$12.50 ,Fast food
Lord of the Fries,Fast Food,2.6,CBD,"55 Swanston Street, CBD, Melbourne",CBD,-37.81647173,144.9669268,$15.00 ,Fast food
Pepperoni's,"Pizza, Italian",2.1,CBD,"7A Elizabeth Street, CBD, Melbourne",CBD,-37.81795308,144.9647341,$20.00 ,Fast food
Oporto,Fast Food,3.2,"Melbourne Central, CBD","Melbourne Central, Level 2, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81068694,144.9627801,$20.00 ,Fast food
Jang Go Mama,"Korean, Japanese",3.7,CBD,"147 Lonsdale Street, CBD, Melbourne",CBD,-37.81069807,144.9681301,$20.00 ,Fast food
Spudbar,"Healthy Food, Fast Food, Salad",4,CBD,"398 Little Bourke Street, CBD, Melbourne",CBD,-37.81374255,144.9609713,$20.00 ,Fast food
Fish & Chippery by The Atlantic,Fish and Chips,3.3,"Crown Melbourne, Southbank","Crown Melbourne, Ground Level, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82255296,144.958849,$25.00 ,Fast food
Little India,"Indian, Fast Food",3.2,"Melbourne Central, CBD","Melbourne Central, Level 2, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.8104994,144.9625276,$17.50 ,Fast food
Hot Star Large Fried Chicken,"Fast Food, Taiwanese, Fried Chicken",3.6,CBD,"321 Swanston Street, CBD, Melbourne",CBD,-37.81077568,144.9642308,$15.00 ,Fast food
Dear Fry Day,"Chinese, Asian",3.3,CBD,"395A Swanston Street, CBD, Melbourne",CBD,-37.80929338,144.9635304,$15.00 ,Fast food
Curry Bowl,Indian,4,CBD,"101 Lonsdale Street, CBD, Melbourne",CBD,-37.81028803,144.9694256,$17.50 ,Fast food
Flemington Kebab House,"Kebab, Turkish",4.3,Flemington,"301 Racecourse Road, Flemington, Melbourne",Flemington,-37.78844014,144.9308752,$15.00 ,Fast food
Schnitz,"Sandwich, Fast Food",3.6,"QV Centre, CBD","QV Centre, Level 2, 28 Artemis Lane, CBD, Melbourne","QV Centre, CBD",-37.81062681,144.9659692,$22.50 ,Fast food
Dosa Corner,"Indian, South Indian",3.2,CBD,"171 King Street, CBD, Melbourne",CBD,-37.81611973,144.9554613,$17.50 ,Fast food
Lord of the Fries,Fast Food,2.4,"Flinders Street Station, CBD","Flinders Street Station, Flinders Street, CBD, Melbourne","Flinders Street Station, CBD",-37.8181806,144.9675001,$15.00 ,Fast food
Queen's Kebabs,"Kebab, Fast Food",3.9,CBD,"26 King Street, CBD",CBD,-37.81961106,144.9574126,$15.00 ,Fast food
Egg Sake Bistro,"Asian, Japanese",4,"University of Melbourne, Parkville","University of Melbourne, Basement, Union House, Parkville, Melbourne","University of Melbourne, Parkville",-37.79701672,144.9612522,$15.00 ,Fast food
Crave Pizza & Fresh Pasta Bar,"Pizza, Italian",4.1,South Yarra,"5-7 Wilson Street, South Yarra, Melbourne",South Yarra,-37.8437622,144.9957659,$20.00 ,Fast food
Two Peck Crispy Chicken,Taiwanese,3.4,Midcity Arcade,"Midcity Arcade, Ground Level, Shop 18, 200 Bourke Street, CBD, Melbourne",Midcity Arcade,-37.81248706,144.9673583,$12.50 ,Fast food
Pop Me Fatale,Desserts,3.8,CBD,"14 Watertank Way, Lonsdale Street, CBD, Melbourne",CBD,-37.81543294,144.9534386,$12.50 ,Fast food
King Jon's Souvlaki,"Fast Food, Greek",3.4,CBD,"185 King Street, CBD, Melbourne",CBD,-37.81585937,144.9553772,$17.50 ,Fast food
Taco Bell,"Mexican, Fast Food",2.9,South Yarra,"352 Chapel Street, South Yarra, Melbourne",South Yarra,-37.84665124,144.9942967,$15.00 ,Fast food
McDonald's,"Fast Food, Burger, American",2.5,CBD,"275 Swanston Street, CBD, Melbourne",CBD,-37.81174487,144.9647545,$12.50 ,Fast food
The Kensington Fish Shop,"Fast Food, Fish and Chips",4,Kensington,"503 Macaulay Road, Kensington, Melbourne",Kensington,-37.79446353,144.9293725,$12.50 ,Fast food
Momo Sushi,Sushi,4.1,Carlton,"660 Swanston Street, Carlton, Melbourne",Carlton,-37.80107137,144.964037,$10.00 ,Fast food
Old Salt Fish & Chips,Fish and Chips,4.1,Port Melbourne,"246 Bay Street, Port Melbourne, Melbourne",Port Melbourne,-37.83817867,144.942873,$15.00 ,Fast food
Persian Grill,"Kebab, Iranian",3.1,CBD,"36 Elizabeth Street, CBD, Melbourne",CBD,-37.81724141,144.9646999,$20.00 ,Fast food
Hungry Jack's,"Fast Food, Burger",2.9,"Melbourne Central, CBD","Melbourne Central, Lower Ground Level, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81014658,144.9628314,$15.00 ,Fast food
Two Peck Crispy Chicken,Taiwanese,3.7,CBD,"270 Swanston Street, CBD, Melbourne",CBD,-37.81178354,144.9649563,$12.50 ,Fast food
KFC,"Fast Food, Fried Chicken",2.8,CBD,"201 Bourke Street, CBD, Melbourne",CBD,-37.81307905,144.9674558,$17.50 ,Fast food
McDonald's,"Fast Food, Burger, American",3,CBD,"406 Bourke Street, CBD, Melbourne",CBD,-37.81455703,144.9619157,$12.50 ,Fast food
Carl's Junior,"Burger, American",2.8,"The District, Docklands","The District, Ground Floor, 440 Docklands Drive, Docklands, Melbourne","The District, Docklands",-37.81179546,144.9368602,$20.00 ,Fast food
Spudbar,"Healthy Food, Fast Food, Salad",3.4,Emporium Melbourne,"Emporium Melbourne, Level 3, 287 Lonsdale Street, CBD, Melbourne",Emporium Melbourne,-37.8124656,144.9634218,$20.00 ,Fast food
Mr. Kitchen,"Vietnamese, Asian, Taiwanese",2.7,"Melbourne Central, CBD","Melbourne Central, Lower Ground Level, Corner of Swanston Street and La Trobe Street, CBD, Melbourne","Melbourne Central, CBD",-37.81034445,144.962881,$12.50 ,Fast food
Pronto Pizza,"Pizza, Fast Food",3.5,"University of Melbourne, Parkville","University of Melbourne, Union House, Parkville, Melbourne","University of Melbourne, Parkville",-37.79723237,144.9613149,$12.50 ,Fast food
Lucky's Pizzeria,"Italian, Pizza",4.1,Carlton North,"923 Rathdowne Street, Carlton North, Melbourne",Carlton North,-37.78260175,144.9728826,$20.00 ,Fast food
Supernormal,"Asian, Fusion",4.5,CBD,"180 Flinders Lane, CBD, Melbourne",CBD,-37.81604795,144.9683725,$70.00 ,Street food
Coda,"Asian, Fusion",4.6,CBD,"Entrance at Oliver Lane, Basement, 141 Flinders Lane, CBD, Melbourne",CBD,-37.81582176,144.969964,$72.50 ,Street food
Melbourne Hwaro Korean BBQ Restaurant,"Korean BBQ, Korean, Asian",4.4,CBD,"562 Little Bourke Street, CBD, Melbourne",CBD,-37.81522396,144.955748,$42.50 ,Street food
Meatmaiden,"BBQ, Steak",4.4,CBD,"195 Little Collins Street, CBD, Melbourne",CBD,-37.81412158,144.9677804,$60.00 ,Street food
Mjolner,"Modern Australian, BBQ",4.4,CBD,"Ground Floor, 106 Hardware Street, CBD",CBD,-37.81205716,144.9605672,$70.00 ,Street food
Universal Restaurant,"Italian, Modern Australian",4.4,Carlton,"141 Lygon Street, Carlton, Melbourne",Carlton,-37.80387811,144.9662401,$35.00 ,Street food
G2 Korean BBQ,"Korean BBQ, Korean",4,CBD,"301 Elizabeth Street, CBD, Melbourne",CBD,-37.81158462,144.9618232,$45.00 ,Street food
Ying Thai 2,Thai,4.4,Carlton,"110 Lygon Street, Carlton, Melbourne",Carlton,-37.80448129,144.9664648,$40.00 ,Street food
Uncle Collins Street,Vietnamese,4,CBD,"Level 1, 15 Collins Street, CBD, Melbourne",CBD,-37.81370282,144.9733245,$70.00 ,Street food
Kaprica,"Italian, Pizza, Coffee and Tea",4.5,Carlton,"19 Lincoln Square South, Carlton, Melbourne",Carlton,-37.80324498,144.96282,$40.00 ,Street food
Shanxi Street Food,Chinese,3.3,CBD,"260 Russell Steet, CBD, Melbourne",CBD,-37.81029333,144.967079,$25.00 ,Street food
Donwoori,"Korean BBQ, Korean",4.4,North Melbourne,"276 Victoria Street, North Melbourne, Melbourne",North Melbourne,-37.80590196,144.9572815,$30.00 ,Street food
Mapo Grill & Bar,"Korean, Korean BBQ, Asian",4.3,CBD,"21 Healeys Lane, CBD",CBD,-37.81330366,144.9556729,$40.00 ,Street food
Kedai Satay King Street,Indonesian,4.5,CBD,"186 King Street, CBD, Melbourne",CBD,-37.81572879,144.9556202,$27.50 ,Street food
Little Africa,"African, Ethiopian",4.5,North Melbourne,"358 Victoria Street, North Melbourne, Melbourne",North Melbourne,-37.80558806,144.9543194,$32.50 ,Street food
La Luna Bistro,"Modern European, Steak, Mediterranean",4.7,Carlton North,"320 Rathdowne Street, Carlton North, Melbourne",Carlton North,-37.79113343,144.9718352,$80.00 ,Street food
La Spaghettata,"Italian, Seafood, Crepes, Parma",4.3,Carlton,"238 Lygon Street, Carlton, Melbourne",Carlton,-37.80160067,144.9669995,$40.00 ,Street food
The French Brasserie,"French, European",4.4,CBD,"2 Malthouse Lane, CBD, Melbourne",CBD,-37.81548989,144.9715479,$72.50 ,Street food
The Waiters Restaurant,Italian,4.2,CBD,"20 Meyers Place, CBD, Melbourne",CBD,-37.81213265,144.9723307,$30.00 ,Street food
Dragon Hot Pot,"Malatang, Hot Pot",4.1,CBD,"213 Russell Street, CBD, Melbourne",CBD,-37.8115576,144.9674079,$30.00 ,Street food
Scopri Italian Food & Wine,Italian,4.9,Carlton,"191 Nicholson Street, Carlton, Melbourne",Carlton,-37.79571828,144.9751149,$90.00 ,Street food
Souk,"Middle Eastern, Bar Food",3.9,CBD,"13 Bligh Place, CBD, Melbourne",CBD,-37.81705893,144.9636799,$75.00 ,Street food
Sonny's Fried Chicken & Burgers,"American, Fried Chicken",4,Carlton,"29 Lygon Street, Carlton, Melbourne",Carlton,-37.80618805,144.9658465,$30.00 ,Street food
By Korea,"Korean, Asian",4.1,CBD,"7 Tattersalls Lane, CBD, Melbourne",CBD,-37.81210669,144.9656762,$25.00 ,Street food
Killiney Kopitiam Bourke Street,"Asian, Malaysian",3.5,CBD,"Shop 11, 108 Bourke Street, CBD, Melbourne",CBD,-37.81216523,144.9701789,$20.00 ,Street food
Papa Gino's,"Italian, Pizza",4.2,Carlton,"221 Lygon Street, Carlton, Melbourne",Carlton,-37.800239,144.966912,$50.00 ,Street food
The Meat & Wine Co,"BBQ, Steak, Modern Australian",4.4,"Freshwater Place, Southbank","3 Freshwater Place, Southbank, Melbourne","Freshwater Place, Southbank",-37.82150869,144.9620166,$80.00 ,BBQ
B'Churrasco,"BBQ, Brazilian, Steak",4.4,CBD,"61 A'Beckett Street, CBD, Melbourne",CBD,-37.80907803,144.9616311,$60.00 ,BBQ
Squires Loft City Grill Room,"BBQ, South African",4.4,CBD,"535 Little Lonsdale Street, CBD, Melbourne",CBD,-37.81329466,144.9561624,$70.00 ,BBQ
CHEEK,"American, Asian, BBQ",4.3,CBD,"Level 1, 301 Swanston Street, CBD, Melbourne",CBD,-37.81106916,144.9643743,$70.00 ,BBQ
Fancy Hank's,"American, BBQ",3.9,CBD,"Level 1, 79 Bourke Street, CBD, Melbourne",CBD,-37.81205478,144.9711137,$45.00 ,BBQ
San Antone by Bludso's BBQ,"American, BBQ",3.8,"Crown Melbourne, Southbank","Crown Melbourne, Level 1, 8 Whiteman Street, Southbank, Melbourne","Crown Melbourne, Southbank",-37.82414197,144.9576782,$40.00 ,BBQ
Asado,"Argentine, BBQ, Spanish",4.2,Southbank,"6 Riverside Quay, Southbank, Melbourne",Southbank,-37.82089769,144.9641986,$65.00 ,BBQ
Ludlow Bar & Dining Room,"BBQ, European",3.7,Southbank,"6 Riverside Quay, Southbank, Melbourne",Southbank,-37.82063046,144.9639656,$55.00 ,BBQ
Chef David,"Chinese, Hot Pot, Asian, BBQ, Cabinet Food",4.1,CBD,"Level 1, 462 Elizabeth Street, CBD, Melbourne",CBD,-37.80785,144.960397,$60.00 ,BBQ
Hell's Kitchen,"BBQ, American",4,CBD,"20 Centre Place, CBD, Melbourne",CBD,-37.81655675,144.9655391,$25.00 ,BBQ
Ten BBQ & Hotpot Buffet,"Hot Pot, BBQ, Asian",3.7,Southbank,"143 City Road, Southbank, Melbourne",Southbank,-37.82347989,144.9632149,$50.00 ,BBQ
Mansae Korean BBQ & Bar,"Korean, Korean BBQ",4.5,CBD,"120 A'Beckett Street, CBD, Melbourne",CBD,-37.80956304,144.9596073,$50.00 ,BBQ
Minh Xuong Seafood & BBQ,"Chinese, BBQ",3.2,CBD,"209 Russell Street, CBD, Melbourne",CBD,-37.81165322,144.9674293,$20.00 ,BBQ
New Kum Den BBQ  ,"Chinese, BBQ, Cantonese",3.5,CBD,"7-9 Waratah Place, CBD, Melbourne",CBD,-37.81168395,144.9671229,$35.00 ,BBQ
Parrot Seafood BBQ House,"BBQ, Chinese, Seafood",3.9,Flemington,"293 Racecourse Road, Flemington, Melbourne",Flemington,-37.78849578,144.9313412,$40.00 ,BBQ
Rice Paper Scissors,"Asian Fusion, Tapas",4.8,CBD,"15 Hardware Lane, CBD, Melbourne",CBD,-37.814313,144.961402,$40.00 ,BBQ
Nana Thai Style Hotpot & BBQ,"Thai, BBQ, Hot Pot",3.5,CBD,"169 Bourke Street, CBD, Melbourne",CBD,-37.81271087,144.9685803,$0.00 ,BBQ
Paik's BBQ ,"Korean BBQ, Korean",4.2,CBD,"525 Little Lonsdale Street, Lonsdale Street, CBD, Melbourne",CBD,-37.81295668,144.9562734,$40.00 ,BBQ
Melbourne Dae Jang Geum Korean BBQ,"Korean BBQ, Korean",4,CBD,"235 Little Bourke Street, CBD, Melbourne",CBD,-37.81241686,144.9657925,$40.00 ,BBQ
Chin Chin,"Thai, Asian Fusion",4.6,CBD,"125 Flinders Lane, CBD, Melbourne",CBD,-37.81556458,144.9703757,$67.50 ,BBQ
Tao's Asian BBQ Kitchen CBD,"Asian, BBQ",3.8,CBD,"466-468 Little Lonsdale Street, CBD",CBD,-37.81305389,144.9556689,$30.00 ,BBQ
Khabbay Restaurant,"Indian, Pakistani, BBQ",4,Carlton North,"645 Rathdowne Street, Carlton North, Melbourne",Carlton North,-37.79008209,144.9716575,$25.00 ,BBQ
No. 1 Delicious Hot Pot & BBQ,"Chinese, Hot Pot, BBQ",3.7,Carlton,"551 Swanston Street, Carlton, Melbourne",Carlton,-37.80565666,144.9629393,$30.00 ,BBQ
